Name,Release_Year,Genres,Review_Score,Avg_Main_Story,Avg_Main_+_Extras,Avg_Completionist,Avg_All_PlayStyles,Speedrun_Avg,Speedrun_Fastest,Speedrun_Slowest,Primary_Genre
Board Games VR,2017.0,"Virtual Reality, Board Game",0,,,,,,,,Virtual Reality
Kitsune Tails,,Platform,0,,,,,,,,Platform
Quintessence: The Blighted Venom,,Role-Playing,90,16.58,,27.45,22.02,,,,Role-Playing
Zero Gunner 2,,Shooter,74,1.75,10.33,,2.47,,,,Shooter
The Simpsons: Bart vs. the World,1991.0,"Action, Platform",48,2.25,2.75,,2.45,,,,Action
Shattered Union,2005.0,"Turn-Based, Tactical",65,15.0,,,15.0,,,,Turn-Based
Wolfpack,2019.0,Simulation,90,,,,,,,,Simulation
Fishing Fantasy: BuzzRod,2005.0,Sports,0,,,,,,,,Sports
Relayer,2022.0,"Turn-Based, Strategy/Tactical",80,38.25,39.05,90.0,45.87,,,,Turn-Based
Howloween Hero,2021.0,,70,2.5,2.18,2.47,2.4,,,,
Liege Dragon,2020.0,Role-Playing,50,,15.32,,15.32,,,,Role-Playing
Cards of the Dead,2021.0,,0,,,,,,,,
Evolution Skateboarding,2002.0,Sports,50,,,,,,,,Sports
Hunting Unlimited 2010,,Simulation,80,1.48,,,1.48,,,,Simulation
Adam's Venture - Episode 1: The Search for the Lost Garden,,Adventure,53,1.68,1.92,2.3,1.95,,,,Adventure
Virtua Fighter Animation,1996.0,Versus fighting,48,0.32,,1.0,0.43,,,,Versus fighting
Darkstalkers Chronicle: The Chaos Tower,2004.0,Fighting,69,1.48,,,1.48,,,,Fighting
Firewall: Zero Hour,2018.0,"Virtual Reality, Shooter",75,0.98,,5.0,1.98,,,,Shooter
Salt 2: Shores of Gold,2022.0,"Action, Adventure",0,,,,,,,,Adventure
Legendary Mahjong 2,2021.0,Puzzle,0,,,,,,,,Puzzle
Heaven Dust II,2022.0,Survival,70,6.73,7.05,,6.88,,,,Survival
Die Hard Trilogy 2: Viva Las Vegas,2000.0,Action,66,,12.0,11.52,11.63,,,,Action
Tom Clancy's Rainbow Six 3,2003.0,First-person Shooter,71,7.12,,,7.12,,,,First-person Shooter
Advance Guardian Heroes,2004.0,Fighting Action,58,2.83,,,2.83,,,,Fighting Action
After Dreams,2018.0,Adventure,40,0.33,0.5,0.4,0.4,,,,Adventure
Syrian Warfare,2017.0,Strategy,67,16.85,14.0,,15.9,,,,Strategy
Hot Wheels Jetz,,,0,,,,,,,,
Hot Wheels: All Out,2006.0,Racing/Driving,0,,,,,,,,Racing/Driving
Chronicles of a Dark Lord: Rhapsody Clash,2015.0,Music/Rhythm,0,,,,,,,,Music/Rhythm
Phineas and Ferb,2009.0,"Action, Platform",44,4.23,4.9,6.27,4.98,,,,Action
Psychic Detective,,Full Motion Video (FMV),10,1.32,1.83,,1.42,,,,Full Motion Video (FMV)
Final Fantasy XII International Zodiac Job System,2007.0,Role-Playing,84,48.4,63.15,100.6,64.97,,,,Role-Playing
Joyspring,2021.0,Platform,70,,,3.6,3.6,,,,Platform
Tears to Tiara,2005.0,"Top-Down, Role-Playing, Strategy/Tactical, Visual Novel",70,,,,,,,,Top-Down
Pac-Man Collection,2001.0,"Arcade, Puzzle",78,16.15,15.0,,15.87,,,,Puzzle
Artifact Adventure Gaiden,2018.0,"Action, Role-Playing",0,,14.2,,14.2,,,,Action
Pale Echoes,2015.0,Role-Playing,63,,3.95,14.23,11.67,,,,Role-Playing
Demon Throttle,,Action,0,1.0,,,1.0,,,,Action
Gimbal,2013.0,"Top-Down, Action, Shooter",30,,,,,,,,Shooter
DCS: A-10C Warthog,2010.0,"Flight Combat, Simulation",0,,,,,,,,Flight Combat
Ys: Book I & II,,"Action, Role-Playing",75,15.2,16.02,17.68,15.72,,,,Action
RoboCop Versus The Terminator,1993.0,Action,58,2.42,2.62,2.33,2.43,,,,Action
Hard Truck: Apocalypse - Rise of the Clans,2006.0,"Action, Vehicular Combat",74,6.72,9.33,15.85,9.17,,,,Action
Morbid 2: The Cure,,,0,,,,,,,,
Resort Boss: Golf,2019.0,Sports,60,,,,,,,,Sports
Tiny Metal,2017.0,"Turn-Based, Strategy",56,12.6,24.0,,15.45,,,,Turn-Based
Dialtown: Phone Dating Sim,2022.0,Visual Novel,0,,,,,,,,Visual Novel
Trog,,"Third-Person, Top-Down, Real-Time, Action, Puzzle",70,1.73,3.0,11.18,5.77,,,,Action
Rogue Agent,2018.0,Strategy,20,0.28,,,0.28,,,,Strategy
Strania: The Stella Machina,2011.0,"Top-Down, Shooter",60,1.8,,,1.8,,,,Shooter
1953: NATO vs Warsaw Pact,2014.0,"Turn-Based, Strategy",10,,,,,,,,Turn-Based
Kirby Tilt 'n' Tumble,2000.0,"Action, Puzzle",66,3.28,2.72,3.0,3.15,,,,Action
Morbid,,,0,,,,,,,,
Car Detailing Simulator,2022.0,,57,14.38,58.23,,29.0,,,,
Puella Magi Madoka Magica Portable,2012.0,Visual Novel,0,,,,,,,,Visual Novel
OmniFootman,2019.0,Action,0,,,,,,,,Action
Peekaboo,2019.0,,70,,,,,,,,
World Tour Soccer 2003,2002.0,"Top-Down, Real-Time, Sports",0,,,,,,,,Top-Down
Hajime no Ippo: The Fighting!,,,70,2.0,,,2.0,,,,
Grand Slam Tennis,2009.0,"Simulation, Sports",70,,,,,,,,Simulation
San Francisco Rush: Extreme Racing,1997.0,Racing/Driving,70,10.12,15.42,16.5,12.72,,,,Racing/Driving
Happy Stealing with Kirisame Marisa,2018.0,,0,,,,,,,,
Ultra Mega Xtra Party Challenge,2022.0,Party,50,,,,,,,,Party
PROZE: Prologue,2018.0,"First-Person, Action, Adventure",0,,,,,,,,Adventure
Battery Check,,"Action, Platform",0,,,,,,,,Action
Death Penalty: Beginning,2017.0,Role-Playing,0,,,,,,,,Role-Playing
Project Hacker: Kakusei,2006.0,"Point-and-Click, Adventure",0,,,,,,,,Adventure
Eye of the Beholder II: The Legend of Darkmoon,,"First-Person, Real-Time, Role-Playing",75,12.72,18.47,22.48,16.32,,,,Real-Time
Claymates,1993.0,Platform,55,4.93,4.38,5.6,5.02,,,,Platform
Touhou Phantasm Dream,2020.0,,0,,,,,,,,
The Butterfly Sign: Human Error,2017.0,"Action, Adventure",0,1.08,,,1.08,,,,Adventure
Hyrule Warriors: Age of Calamity - Pulse of the Ancients,2021.0,"Third-Person, Action, Hack and Slash",71,,,14.25,14.25,,,,Action
Castle: Never Judge a Book by Its Cover,,Hidden Object,60,4.85,,4.38,4.53,,,,Hidden Object
Deep Eclipse,,Arcade,0,4.78,,,4.78,,,,Arcade
Pro Evolution Soccer 4,2004.0,Sports,80,32.5,55.0,108.55,71.15,,,,Sports
Snow Daze,2018.0,,69,3.43,4.13,6.25,4.77,,,,
Kamen Rider: Climax Heroes W,2009.0,Fighting,50,2.5,,,2.5,,,,Fighting
NORTH,2016.0,Adventure,46,1.05,0.98,1.03,1.03,0.32,0.32,0.32,Adventure
Snow Moto Racing Freedom,2017.0,Racing/Driving,55,,,7.0,7.0,,,,Racing/Driving
Quad Hopping,2017.0,,40,,,0.02,0.02,,,,
AFL Premiership 2005,2005.0,Sports,0,,,,,,,,Sports
Ultra Goodness,2017.0,"Top-Down, Action",0,,,9.05,9.05,,,,Action
Prinny Presents: NIS Classics - Volume 1,2021.0,Compilation,80,,,,,,,,Compilation
Detective Hayseed - Hollywood,2014.0,"Adventure, Puzzle",68,8.08,5.47,,6.95,,,,Adventure
"Get To Work, Succubus-Chan!",2020.0,"Top-Down, Shooter",65,2.38,,1.18,1.58,,,,Shooter
Life Is Strange 2 - Episode 4: Faith,2019.0,"Third-Person, Adventure",74,2.88,3.1,3.13,3.02,,,,Adventure
Witch & Hero 2,2016.0,"Action, Adventure",69,2.68,4.33,8.0,4.07,,,,Adventure
Steel Assault,2021.0,"Action, Platform",74,1.32,3.0,5.43,1.78,,,,Action
Buccaneer: The Pursuit of Infamy,2010.0,,0,15.0,,,15.0,,,,
Ahros: One Warrior Chronicle,2016.0,"Virtual Reality, Adventure",0,,,,,,,,Adventure
Art Style: ZENGAGE,2009.0,Puzzle,0,,,,,,,,Puzzle
Super Black Bass,,Sports,60,,,,,,,,Sports
Smash Tennis,,Sports,66,4.18,,6.87,5.27,,,,Sports
Super Robot Taisen: Original Generation,2002.0,Tactical role-playing,76,50.0,30.0,,36.67,,,,Tactical role-playing
Dimension of Monster Girls,2018.0,Visual Novel,60,,,3.0,3.0,,,,Visual Novel
Deus Ex: Mankind Divided - Desperate Measures,2016.0,"First-Person, Third-Person, Action, Role-Playing, Shooter, Stealth",72,0.97,1.52,1.72,1.3,,,,Shooter
District 187,,,0,,,,,,,,
Supreme League of Patriots - Issue 3: Ice Cold in Ellis,2015.0,"Point-and-Click, Adventure",58,2.12,,2.87,2.6,,,,Adventure
Dead Cells: Fatal Falls,2021.0,"Action, Roguelike",73,3.0,5.0,5.0,4.33,,,,Action
Iron Front: Liberation 1944,2012.0,"Shooter, Tactical",45,,,,,,,,Shooter
Roll Away,,Puzzle,69,8.05,4.85,,7.25,,,,Puzzle
Nancy Drew: Last Train to Blue Moon Canyon,2005.0,Adventure,79,5.57,,4.8,5.38,,,,Adventure
Grim Tales: The Bride,2016.0,Hidden Object,70,2.9,,,2.9,,,,Hidden Object
Drakensang Online,2012.0,"Massively Multiplayer, Role-Playing",55,,,,,,,,Massively Multiplayer
Peke to Poko no Daruman Busters,1991.0,"Action, Puzzle",30,5.72,,,5.72,,,,Action
Real Football 2009,2008.0,Sports,40,,16.05,,16.05,,,,Sports
Pocky & Rocky 2,,"Action, Adventure",73,2.45,1.63,1.03,2.27,,,,Adventure
The Great Kitchen Escape,,,0,,,,,,,,
Swarmlake,2018.0,Action,71,0.72,,2.78,2.05,,,,Action
Weapon Shop Fantasy,2017.0,Role-Playing,78,16.0,63.9,77.4,62.67,,,,Role-Playing
Wylde Flowers,2022.0,Adventure,100,35.0,49.18,73.5,50.45,,,,Adventure
Selma and the Wisp,2016.0,"Adventure, Platform",36,1.83,,2.08,1.98,,,,Adventure
Firefight Reloaded,2015.0,Action,60,,,,,,,,Action
Love n Dream,2020.0,Puzzle,60,0.5,,1.02,0.75,,,,Puzzle
Clid The Snail,,"Top-Down, Shooter",80,7.75,8.65,9.07,8.57,,,,Shooter
Lemon Cake,2021.0,"Management, Simulation",67,12.03,15.0,26.73,20.58,,,,Management
Wunderling,2020.0,,70,3.93,7.3,11.23,7.87,,,,
The Sky Crawlers: Innocent Aces,2008.0,Combat flight simulator,70,7.53,8.0,,7.62,,,,Combat flight simulator
Clockwork Knight,1994.0,"Scrolling, Platform",64,2.13,1.95,3.48,2.17,,,,Platform
Retro Classix: Heavy Barrel,2021.0,"Top-Down, Shooter",0,,,,,,,,Shooter
The Guard of Dungeon,2017.0,Action,0,,,,,,,,Action
Ludo Supremo,2016.0,Board Game,55,45.0,,1.82,23.4,,,,Board Game
Papa's Quiz,2020.0,Trivia,70,0.5,,,0.5,,,,Trivia
Doodle Champion Island Games,2021.0,"Top-Down, Adventure, Sports",68,0.87,1.53,2.3,1.58,,,,Adventure
Nancy Drew: The Captive Curse,2011.0,Adventure,74,8.33,7.92,9.0,8.27,,,,Adventure
Micro Pico Racers,2018.0,"Top-Down, Racing/Driving",0,,,,,,,,Top-Down
In Game Adventure: Legend of Monsters,2017.0,"Top-Down, Shooter",0,1.13,,,1.13,,,,Shooter
Hordelicious,2015.0,Shooter,0,,,34.0,34.0,,,,Shooter
Borderlands 2: Sir Hammerlock vs. the Son of Crawmerax DLC,2014.0,"First-Person, Shooter",66,0.67,1.3,1.2,1.13,,,,Shooter
Soulframe,,"Adventure, Open World",0,,,,,,,,Adventure
Kill Strain,2016.0,"Multidirectional, Action, Shooter",0,,,,,,,,Shooter
Hourglass,2021.0,"First-Person, Adventure, Platform, Puzzle",70,4.93,6.97,7.17,6.02,,,,Adventure
Pac-Man Fever,2002.0,Party,43,2.55,,6.88,5.43,,,,Party
Sports Champions 2,2012.0,"Party, Sports",70,,,,,,,,Party
Hidden Expedition Everest,2010.0,Hidden Object,0,,,,,,,,Hidden Object
Marble Skies,2017.0,Racing/Driving,70,2.3,,11.0,6.65,,,,Racing/Driving
Bayla Bunny,2016.0,Platform,0,,,,,,,,Platform
Demolition Master 3D,2011.0,,0,,,,,,,,
Yu-Gi-Oh! Capsule Monster Coliseum,2004.0,"Role-Playing, Strategy",74,14.05,23.7,46.7,23.27,,,,Role-Playing
Tom Clancy's Splinter Cell: Essentials,2006.0,"Third-Person, Shooter, Tactical",58,9.25,,,9.25,,,,Shooter
The Incredible Machine,,Puzzle,79,,,,,,,,Puzzle
Starvoid,2012.0,Strategy,0,,,,,,,,Strategy
Clicker Heroes 2,2018.0,"Point-and-Click, Action, Role-Playing",50,,,,,,,,Action
MTV Sports: Snowboarding,,Sports,55,,,,,,,,Sports
9 Years of Shadows,2022.0,"Action, Platform",0,,,,,,,,Action
Pepper II,,Arcade,70,0.25,,,0.25,,,,Arcade
Hero Generations,2015.0,"Role-Playing, Strategy",65,,,,,,,,Role-Playing
Sky Mercenaries,2014.0,"Scrolling, Shooter",70,1.8,,,1.8,,,,Shooter
Saturday Night Slam Masters,1993.0,Fighting,68,1.13,3.5,8.63,2.5,,,,Fighting
Treasure Hunter Claire,2018.0,,70,,,24.12,24.12,,,,
Barista Simulator,2023.0,Simulation,0,,,,,,,,Simulation
World Cup USA 94,,Sports,0,,,,,,,,Sports
Painting VR,2022.0,Simulation,80,,,,,,,,Simulation
Pepe Porcupine,2016.0,,30,,,,,,,,
Jeff Wayne's The War of the Worlds,1999.0,"Third-Person, Strategy/Tactical, Vehicular Combat",60,,,,,,,,Strategy/Tactical
Membrane,2018.0,"Action, Platform",64,3.68,4.33,5.68,4.87,,,,Action
Western 1849: Reloaded,2017.0,Action,62,1.87,7.53,5.98,5.47,,,,Action
"Good Night, Knight",2021.0,"Adventure, Hack and Slash",0,,,,,,,,Adventure
Sierra 7,,,70,,,,,,,,
Megami Tensei Gaiden: Last Bible II,1993.0,"Turn-Based, Role-Playing",62,16.58,12.0,10.0,12.85,,,,Turn-Based
Stardeus,2022.0,Strategy/Tactical,0,,,,,,,,Strategy/Tactical
Racecar.io,2016.0,Racing/Driving,37,,,0.28,0.28,,,,Racing/Driving
Heartomics 2,2016.0,Role-Playing,0,,,,,,,,Role-Playing
Gingiva,2013.0,"Turn-Based, Role-Playing",60,,,,,,,,Turn-Based
Klonoa Heroes: Densetsu no Star Medal,2002.0,"Action, Role-Playing",80,20.28,33.82,,24.8,,,,Action
Wizardry V: Heart of the Maelstrom,,Role-Playing,97,37.7,60.68,,49.18,,,,Role-Playing
Occultic;Nine,2017.0,Visual Novel,0,,,,,,,,Visual Novel
Escape the Ayuwoki DEMAKE,2022.0,Adventure,0,,,,,,,,Adventure
Avani,2022.0,"Action, Adventure",0,,,,,,,,Adventure
Guardian Force,1998.0,"Top-Down, Shooter",80,0.8,,,0.8,,,,Shooter
Goblin Sword,,Platform,72,7.27,9.82,15.12,10.53,,,,Platform
Teke Teke,2021.0,"First-Person, Adventure, Horror",70,,,,,,,,Horror
Overcooked 2: Campfire Cook Off,2019.0,,78,2.57,4.15,13.2,6.38,,,,
Battle Gear 2,2001.0,Racing/Driving,70,4.1,,,4.1,,,,Racing/Driving
"Warhammer 40,000: Rites of War",1999.0,"Turn-Based, Strategy",68,24.53,,20.0,22.27,,,,Turn-Based
Echo Generation,,"Turn-Based, Adventure",68,8.42,10.5,9.45,9.62,,,,Adventure
Trainz: Classic Cabon City,,Simulation,10,,,,,,,,Simulation
Cyber-Lip,1990.0,Action,61,0.87,2.68,,1.02,,,,Action
Nanostray,2005.0,"Scrolling, Shooter",68,1.4,,1.0,1.37,,,,Shooter
Viviette,2018.0,,78,4.13,4.65,5.68,4.43,,,,
Mountain Peak Battle Mess,2019.0,"Action, Racing/Driving",0,,,,,,,,Action
Knights of Xentar,1991.0,"First-Person, Turn-Based, Role-Playing",85,,20.25,,20.25,,,,Turn-Based
Breakpoint,2020.0,"Top-Down, Shooter",0,,,,,,,,Shooter
Trainz: Settle and Carlisle,2010.0,,20,,,,,,,,
Super Soccer,,"Real-Time, Arcade, Simulation, Sports",55,5.52,,137.0,44.97,,,,Real-Time
YangBo Adventure,2018.0,Adventure,0,,,,,,,,Adventure
Jim Power: Lost Dimension in 3D,1993.0,Platform,25,1.17,,,1.17,,,,Platform
Bad Boys: Miami Takedown,2004.0,"Action, Adventure",46,3.58,3.7,,3.6,,,,Adventure
Menzoberranzan,,,67,12.97,,,12.97,,,,
Twisted Metal III,1998.0,Vehicular combat,70,4.32,11.83,16.6,7.98,,,,Vehicular combat
Tunche,2021.0,Role-Playing,54,7.55,11.95,,8.43,,,,Role-Playing
Dawn of Magic 2,2009.0,"Action, Role-Playing",0,10.0,,16.0,13.0,,,,Action
Capcom vs. SNK: Millennium Fight 2000 Pro,2002.0,Fighting,74,0.57,1.3,,0.77,0.33,0.33,0.33,Fighting
Bomberman Ultra,2009.0,Action,71,3.07,5.05,,3.47,,,,Action
Elevator Action Old & New,2002.0,"Side, Scrolling, Action, Arcade, Platform, Shooter",70,1.17,,4.83,3.0,,,,Shooter
Mido and Di,2021.0,"Third-Person, Shooter",35,,,5.8,5.8,,,,Shooter
Mappy-Land,,"Action, Platform",46,1.33,,1.5,1.42,,,,Action
Bejeweled 2,2004.0,Puzzle,68,1.67,4.03,3.0,2.88,,,,Puzzle
Aegis Wing,2007.0,"Side-scroller, Shoot 'em up",56,2.53,3.58,7.68,4.4,,,,Side-scroller
Surface Rush,2022.0,Action,0,,,,,,,,Action
SUPERFIGHT,,Party,0,,,,,,,,Party
The Bear And The Admiral,2021.0,Platform,0,,,,,,,,Platform
Undefeated,2015.0,Role-Playing,46,15.5,13.0,,14.67,,,,Role-Playing
Doomsday Vault,2020.0,Adventure,70,,3.67,,3.67,,,,Adventure
Zap Zap Zombie Cats,2018.0,,0,,,,,,,,
Scaler,2004.0,Platform,72,7.02,7.97,8.87,7.88,,,,Platform
Crimson Gem Saga,2008.0,Role-Playing,68,22.67,41.58,38.7,37.32,18.95,18.95,18.95,Role-Playing
Cube Escape: The Lake,2015.0,Puzzle,65,0.25,0.22,0.33,0.27,,,,Puzzle
Sakura Forest Girls 3,2021.0,Visual Novel,0,,,,,,,,Visual Novel
Pokémon Xenoverse,,Role-Playing,90,35.0,36.68,,36.12,,,,Role-Playing
Dead Cells: The Bad Seed,2020.0,"Action, Platform",73,2.75,4.5,5.0,3.9,,,,Action
Digimon Digital Card Battle,1999.0,Strategy,81,11.7,38.32,55.33,28.23,,,,Strategy
Crimson Sea 2,2002.0,"Action, Adventure",70,11.0,38.42,20.0,23.13,,,,Adventure
ThunderJaws,,"Side, Scrolling, Action, Platform",50,0.7,,,0.7,,,,Action
Oik,2017.0,Puzzle,46,,,1.28,1.28,,,,Puzzle
Hacker Evolution: Source Code,2015.0,"Educational, Simulation",0,,,,,,,,Educational
Phantasie IV,1990.0,Role-Playing,0,,,,,,,,Role-Playing
Deadnaut,2014.0,"Role-Playing, Strategy",0,,,,,,,,Role-Playing
Zeroptian Invasion,2018.0,"Scrolling, Shooter",0,,,0.17,0.17,,,,Shooter
Perseverance,2019.0,"Adventure, Visual Novel",50,1.53,,,1.53,,,,Adventure
FLERP,2022.0,Tower Defense,0,,,,,,,,Tower Defense
Zenith: The Last City,2022.0,"Virtual Reality, Massively Multiplayer, Role-Playing",0,,,,,,,,Virtual Reality
Curse of the Assassin,2015.0,"Adventure, Role-Playing",0,3.0,,17.0,10.0,,,,Adventure
BlackShadows,2014.0,"Adventure, Survival Horror",20,0.47,,0.42,0.43,,,,Horror
Family Mysteries 3: Criminal Mindset,2020.0,Hidden Object,48,3.15,3.3,4.0,3.6,,,,Hidden Object
Mighty Party,2017.0,"Massively Multiplayer, Role-Playing",43,2.2,,21.0,11.6,,,,Massively Multiplayer
Cornerstone: The Song of Tyrim,2016.0,"Action, Adventure",65,9.0,12.77,9.75,11.8,4.5,4.5,4.5,Adventure
Aerannis,2015.0,Action,80,5.35,6.25,8.5,6.18,,,,Action
Rescue Team,2011.0,,55,5.23,6.0,,5.38,,,,
Home Alone 2: Lost in New York,,Action,55,0.8,1.33,1.12,0.95,,,,Action
MiG-29 Fulcrum,1998.0,Flight Combat,80,,,,,,,,Flight Combat
Wizards & Warriors,,"Action, Platform",68,3.03,2.93,3.0,3.02,,,,Action
Game & Watch: Manhole,2010.0,Action,0,0.18,,,0.18,,,,Action
Sexy Mystic Survivors,2022.0,"Isometric, Action, Role-Playing",0,13.0,16.0,15.98,15.23,,,,Action
Expedition Zero,2022.0,"Horror, Survival",45,3.27,,4.38,3.82,,,,Horror
Beat Angel Escalayer R,2002.0,Visual Novel,60,20.65,,38.67,29.67,,,,Visual Novel
Explosive Jake,2019.0,Action,45,2.92,,3.3,3.17,,,,Action
Megamania,,Shooter,70,0.43,,,0.43,,,,Shooter
Detective Girl of the Steam City,2019.0,Role-Playing,75,,6.25,10.82,7.02,,,,Role-Playing
Captain Planet and The Planeteers,1992.0,"Action, Platform",40,2.27,4.67,,4.07,0.42,0.42,0.42,Action
Fly Simulator,2017.0,,10,,,,,,,,
Tachyon Project,2015.0,Action,50,2.0,2.82,4.65,3.3,,,,Action
Apollo 11 VR HD,2018.0,"Virtual Reality, Adventure",82,1.0,,,1.0,,,,Adventure
Ironbound,2018.0,"Turn-Based, Strategy",0,,,,,,,,Turn-Based
Dadish 3,2022.0,Platform,72,4.03,4.13,3.93,4.02,,,,Platform
Barnyard Mahjong 3,2016.0,Board Game,40,3.4,,26.7,18.93,,,,Board Game
Super Monkey Ball: Step & Roll,2010.0,Puzzle,35,4.0,,,4.0,,,,Puzzle
Pac-Man Party,2010.0,Party,56,4.92,,6.0,5.45,,,,Party
Pizza Game,2019.0,Visual Novel,60,8.2,,,8.2,,,,Visual Novel
Loki: Heroes of Mythology,,Hack and Slash,49,24.67,40.6,120.0,45.1,,,,Hack and Slash
Asterix & Obelix XXXL: The Ram from Hibernia,2022.0,,60,3.63,,,3.63,,,,
Original Journey,2017.0,"Action, Adventure",0,,,,,,,,Adventure
Music Racer,2018.0,Music/Rhythm,55,1.83,,2.75,2.52,,,,Music/Rhythm
Soul Knight,,Action,69,0.35,8.37,,3.55,,,,Action
THUG Pro,2013.0,"Third-Person, Arcade, Sports",0,,,,,,,,Arcade
AFL Live 2003,2002.0,Sports,0,,,,,,,,Sports
BAFL - Brakes Are For Losers,2017.0,,53,0.58,4.25,,1.32,,,,
Fast & Furious: Spy Racers Rise of SH1FT3R,2021.0,Racing/Driving,57,2.0,2.47,2.68,2.5,,,,Racing/Driving
Flaskoman,2021.0,"Side, Platform, Puzzle",60,,0.7,1.52,1.32,,,,Platform
Steel Strider,2015.0,Action,50,1.95,,,1.95,,,,Action
Spooky Starlets: Movie Monsters,2020.0,Visual Novel,0,3.5,,3.35,3.4,,,,Visual Novel
Siege of Avalon,2000.0,"Top-Down, Real-Time, Action, Role-Playing",100,,29.98,60.3,36.05,,,,Action
Armored Core: Last Raven,2005.0,"Third-Person, Action, Shooter",74,7.93,20.25,23.33,17.48,,,,Shooter
EQQO,2020.0,,58,3.95,3.17,,3.6,,,,
Wildbus,2019.0,"Adventure, Role-Playing",0,,,,,,,,Adventure
Harvest Moon: Boy & Girl,2007.0,"Third-Person, Compilation, Simulation",70,49.65,123.5,210.0,108.2,,,,Compilation
Bookworm Adventures,2006.0,Puzzle,80,10.97,,7.7,9.57,1.35,1.35,1.35,Puzzle
AVSEQ,2012.0,Music/Rhythm,47,1.52,3.5,4.0,2.15,,,,Music/Rhythm
Alien Rampage,1997.0,"Scrolling, Action, Arcade, Platform, Shooter",50,5.27,,,5.27,,,,Shooter
Arcus II: Silent Symphony,,"Top-Down, Role-Playing",0,,,,,,,,Top-Down
Lobo,,Fighting,0,,,,,,,,Fighting
VR Soccer '96,1996.0,Sports,45,1.48,,,1.48,,,,Sports
Boom Blox,2008.0,Puzzle,69,4.65,20.08,,12.37,,,,Puzzle
Pagan Online,2019.0,"Action, Role-Playing",10,,,,,,,,Action
Dogz,2006.0,Simulation,50,6.08,17.5,,9.33,,,,Simulation
Kamen Rider: Climax Heroes OOO,2010.0,Fighting,80,,,,,,,,Fighting
The Walking Dead: Season 2 - Episode 4: Amid The Ruins,2014.0,"Third-Person, Point-and-Click, Adventure",82,1.7,1.87,1.7,1.72,,,,Adventure
Harvest Moon: Hero of Leaf Valley,2010.0,Simulation,68,,28.45,,28.45,,,,Simulation
Mosaics Galore,2018.0,,70,7.93,6.5,15.15,11.97,,,,
Davyria: Heroes of Eternity,2017.0,"Action, Role-Playing",0,,,,,,,,Action
GuJian2,2013.0,,0,74.0,,,74.0,,,,
The Forest Quartet,2022.0,Puzzle,60,1.27,,1.07,1.18,,,,Puzzle
Pokémon Emerald Rogue,,,90,4.25,30.0,,12.83,,,,
Dude Simulator 3,2019.0,"Open World, Sandbox",35,1.22,,,1.22,,,,Sandbox
Spartacus Legends,2013.0,Fighting,56,14.25,20.08,40.0,22.15,,,,Fighting
Morningdew Farms: A Gay Farming Game,2019.0,,0,,,,,,,,
Spider-Man/X-Men: Arcade's Revenge,,Action,51,2.23,,,2.23,,,,Action
Cubix: Robots For Everyone - Race 'N Robots,2001.0,"Top-Down, Multidirectional, Racing/Driving",0,,,,,,,,Top-Down
The Walking Dead: Season 2 - Episode 5: No Going Back,2014.0,"Third-Person, Point-and-Click, Adventure",86,1.68,1.85,1.77,1.72,,,,Adventure
The King of Fighters '96,1996.0,Fighting,74,1.97,6.13,10.25,3.13,0.47,0.47,0.47,Fighting
"Love, Sam",2019.0,,80,2.02,,,2.02,,,,
MetaMorph,2017.0,"Action, Role-Playing",0,,,,,,,,Action
Lost Phones Stories,2018.0,Adventure,0,,,,,,,,Adventure
Dark and Light,2017.0,Action,53,21.0,,,21.0,,,,Action
12 Orbits,2016.0,,0,,,,,,,,
The Final Take,2016.0,"Adventure, Survival Horror",38,0.58,,0.95,0.82,,,,Horror
Doomsday Warrior,,Fighting,42,0.62,,3.0,0.95,,,,Fighting
SNK vs. Capcom: The Match of the Millennium,,"Side, Fighting",72,0.72,3.0,,0.95,,,,Fighting
Crimson Snow,2022.0,"First-Person, Adventure",55,2.0,,,2.0,,,,Adventure
Questerium: Sinister Trinity,2015.0,"Point-and-Click, Hidden Object",63,3.37,4.15,4.47,4.1,,,,Point-and-Click
The Tick,,"Action, Beat em Up",43,,,2.93,2.93,,,,Action
The King of Fighters '98: The Slugfest,1998.0,Fighting,84,1.57,13.85,29.43,7.48,0.25,0.25,0.25,Fighting
Icewind Dale: Heart of Winter,,"Isometric, Real-Time, Role-Playing",76,7.17,12.02,18.92,13.37,,,,Isometric
Soccer Kid,,Platform,30,2.42,,,2.42,,,,Platform
Sir Lovelot,2021.0,Platform,69,2.32,2.95,4.28,3.12,,,,Platform
Hot Wheels: World's Best Driver,2013.0,,48,,9.3,13.42,10.33,,,,
Gravity Bone,2009.0,Action,67,0.25,0.23,0.3,0.27,0.08,0.07,0.08,Action
Cube Escape: Theatre,2016.0,Adventure,69,0.77,1.17,0.85,0.82,,,,Adventure
Frogger: The Great Quest,2001.0,"Adventure, Platform",43,3.43,,,3.43,,,,Adventure
Nemesis Perspective,2016.0,"Virtual Reality, Action",50,,0.45,,0.45,,,,Action
Access Denied,2016.0,Puzzle,61,1.27,1.62,1.8,1.72,,,,Puzzle
Mahjong Pretty Girls Battle,2015.0,Board Game,60,,,,,,,,Board Game
Naruto: Clash of Ninja Revolution,2007.0,"Action, Adventure",61,2.08,11.67,14.5,8.78,,,,Adventure
Lakeview Valley,2019.0,Top-Down,73,2.45,,,2.45,,,,Top-Down
